Site ID,Location description,Borough,Functional area for monitoring,Road type,Is it on the strategic CIO panel?,Old site ID (legacy),Easting (UK Grid),Northing (UK Grid),Latitude,Longitude
ML1754,The Avenue,Waltham Forest,03 Outer,03 Minor Road,1754,MHPCY028,538827.5,192255.05,51.612016,0.003578693
ML1755,Beech Hall Road,Waltham Forest,03 Outer,04 Local Street,1755,MHPCY029,538519.81,191332.92,51.603797,-0.00123094
ML1756,Church Lane,Waltham Forest,03 Outer,04 Local Street,1756,MHPCY030,538055.98,189280.6,51.585472,-0.008733223
ML1757,Essex Road,Waltham Forest,03 Outer,03 Minor Road,1757,MHPCY032,538557.85,188088.64,51.574638,-0.001962066
ML1758,Hainault Road,Waltham Forest,03 Outer,03 Minor Road,1758,MHPCY033,538444.92,187501.45,51.569391,-0.003822737
ML1759,Fairlop Road,Waltham Forest,03 Outer,03 Minor Road,1759,MHPCY034,539052.19,187481.37,51.569062,0.00493626
ML1760,Lea Bridge Road (west),Waltham Forest,02 Inner,01 A Road,1760,MHPCY035,535973.85,186907.72,51.564654,-0.039683096
ML1761,Ruckhold Road (south),Waltham Forest,03 Outer,01 A Road,1761,MHPCY036,537677.17,185999.81,51.556082,-0.015470156
ML1762,St. Mary Road,Waltham Forest,03 Outer,04 Local Street,1762,MHPCY037,537416.95,189041.75,51.583481,-0.018043947
ML1763,Green Lanes (south),Enfield,03 Outer,01 A Road,1763,MHPCY038,531150.71,192888.33,51.619543,-0.10699077
ML1764,Green Lanes (mid),Enfield,03 Outer,01 A Road,1764,MHPCY039,531714.67,193786.59,51.627481,-0.098511506
ML1765,Green Lanes (north),Enfield,03 Outer,01 A Road,1765,MHPCY040,532083.08,194657.81,51.635222,-0.09285543
ML1766,Ridge Avenue,Enfield,03 Outer,01 A Road,1766,MHPCY041,532586.76,194739.7,51.63584,-0.085560631
ML1767,Village Road,Enfield,03 Outer,01 A Road,1767,MHPCY042,533002.1,195277.12,51.640577,-0.0793489
ML1768,London Road,Enfield,03 Outer,01 A Road,1768,MHPCY043,532947.78,196098.57,51.647968,-0.079831555
ML1769,Genotin Road,Enfield,03 Outer,01 A Road,1769,MHPCY044,532965.72,196462.9,51.651234,-0.079433297
ML1770,London Road (north),Enfield,03 Outer,01 A Road,1770,MHPCY045,532887.07,196483.04,51.651441,-0.080552107
ML1771,Cecil Road,Enfield,03 Outer,01 A Road,1771,MHPCY046,532600.91,196393.99,51.6507,-0.084732207
ML1772,Bush Hill,Enfield,03 Outer,03 Minor Road,1772,MHPCY047,532485.15,195367.5,51.641508,-0.086781672
ML1773,Riverside,Enfield,03 Outer,05 Motor vehicle-free,1773,MHPCY048,532392.14,196261.1,51.649563,-0.087786856
ML1774,Bury Street,Enfield,03 Outer,03 Minor Road,1774,MHPCY049,532997.09,194747.91,51.635815,-0.079622327
ML1775,Salmon's Brook,Enfield,03 Outer,05 Motor vehicle-free,1775,MHPCY050,533235.96,194428.47,51.632893,-0.076306668
ML1776,Latymer Road,Enfield,03 Outer,04 Local Street,1776,MHPCY051,533902.1,193857.69,51.627603,-0.066893344
ML1777,Bedevere Road,Enfield,03 Outer,04 Local Street,1777,MHPCY052,534211.84,193404.81,51.623459,-0.062605342
ML1778,Off-road near Montagu Road,Enfield,03 Outer,05 Motor vehicle-free,1778,MHPCY053,534764.15,192978.49,51.619499,-0.054785459
ML1779,Meridian Way,Enfield,03 Outer,01 A Road,1779,MHPCY054,535157.57,192010.25,51.610706,-0.049485246
ML1780,Leeside Road,Haringey,03 Outer,04 Local Street,1780,MHPCY055,535417.14,191536.13,51.606384,-0.045915642
ML1781,Fore Street,Enfield,03 Outer,01 A Road,1781,MHPCY056,534217.92,192939.52,51.619279,-0.062696704
ML1782,Hertford Road (south),Enfield,03 Outer,01 A Road,1782,MHPCY057,534859.6,194657.31,51.634564,-0.052768132
ML1783,High Street (south - park entrance),Enfield,03 Outer,01 A Road,1783,MHPCY058,535263.54,195805.57,51.644783,-0.046490925
ML1784,High Street (north),Enfield,03 Outer,01 A Road,1784,MHPCY059,535196.52,196532.5,51.651332,-0.047177914
ML1785,Hertford Road (mid),Enfield,03 Outer,01 A Road,1785,MHPCY060,535352.25,197993.48,51.664423,-0.044359254
ML1786,Hertford Road (north),Enfield,03 Outer,01 A Road,1786,MHPCY061,535860.41,199227.02,51.675389,-0.036539321
ML1787,Enfield Road,Enfield,03 Outer,01 A Road,1787,MHPCY064,531018.46,196841.99,51.655097,-0.107418
ML1788,Windmill Hill,Enfield,03 Outer,01 A Road,1788,MHPCY065,532163.98,196711.39,51.653661,-0.090924969
ML1789,Church Street,Enfield,03 Outer,01 A Road,1789,MHPCY066,532737.63,196558.62,51.652151,-0.082690568
ML1790,Southbury Road (west),Enfield,03 Outer,01 A Road,1790,MHPCY067,533119.96,196602.58,51.652456,-0.077155386
ML1791,Southbury Road (mid),Enfield,03 Outer,01 A Road,1791,MHPCY068,533870.16,196434.51,51.650768,-0.066370531
ML1792,Southbury Road (east),Enfield,03 Outer,01 A Road,1792,MHPCY069,534805.27,196249.43,51.648882,-0.052935165
ML1793,Nags Head Road,Enfield,03 Outer,01 A Road,1793,MHPCY070,535744.78,196097.77,51.647291,-0.039430384
ML1794,Lea Valley Road,Enfield,03 Outer,01 A Road,1794,MHPCY071,536613.88,195403.2,51.640844,-0.027149079
ML1795,Hertford Road (near bus station),Enfield,03 Outer,01 A Road,1795,MHPCY072,534584.76,193776.98,51.626713,-0.057077565
ML1796,Portsmouth Road (mid),Kingston upon Thames,03 Outer,01 A Road,1796,MHPCY073,517594,167787,51.39694,-0.31106661
ML1797,Portsmouth Road (north),Kingston upon Thames,03 Outer,01 A Road,1797,MHPCY074,517807.49,168569.24,51.403924,-0.30774696
ML1798,Clarence Street (Kingston station),Kingston upon Thames,03 Outer,01 A Road,1798,MHPCY075,518186.81,169532.53,51.412501,-0.30198029
ML1799,Penrhyn Road,Kingston upon Thames,03 Outer,01 A Road,1799,MHPCY076,518046.54,168584.01,51.404009,-0.30430763
ML1800,Ewell Road (north),Kingston upon Thames,03 Outer,01 A Road,1800,MHPCY077,518509.4,167112.39,51.390683,-0.29814555
ML1801,Ewell Road (south),Kingston upon Thames,03 Outer,01 A Road,1801,MHPCY078,519094.73,166344.91,51.383658,-0.28999911
ML1802,Riverside Walk (south),Kingston upon Thames,03 Outer,05 Motor vehicle-free,1802,MHPCY079,517743.22,169194.44,51.409555,-0.30845936
ML1803,Wood Street,Kingston upon Thames,03 Outer,01 A Road,1803,MHPCY080,517940.87,169487.85,51.412147,-0.30553084
ML1804,Old London Road,Kingston upon Thames,03 Outer,01 A Road,1804,MHPCY081,518424.56,169346.42,51.410779,-0.29862174
ML1805,Wheatfield Way,Kingston upon Thames,03 Outer,01 A Road,1805,MHPCY082,518145.36,169023.4,51.407934,-0.30273896
ML1806,Surbiton Crescent,Kingston upon Thames,03 Outer,03 Minor Road,1806,MHPCY083,518019.18,168041.26,51.399135,-0.30487605
ML1807,Claremont Road,Kingston upon Thames,03 Outer,02 B Road,1807,MHPCY084,518081.51,167636.83,51.395482,-0.30411985
ML1808,St. Mark's Hill,Kingston upon Thames,03 Outer,02 B Road,1808,MHPCY085,518273.07,167533.45,51.394516,-0.30139567
ML1809,Avenue Elmers,Kingston upon Thames,03 Outer,04 Local Street,1809,MHPCY086,518270.03,167895.3,51.39777,-0.30131826
ML1810,Canbury Park Road,Kingston upon Thames,03 Outer,04 Local Street,1810,MHPCY087,518555.81,169618.14,51.413197,-0.29664819
ML1811,Richmond Road (Kingston station),Kingston upon Thames,03 Outer,01 A Road,1811,MHPCY088,518275.89,169568.4,51.412806,-0.30068916
ML1812,Kingston Hill (south),Kingston upon Thames,03 Outer,01 A Road,1812,MHPCY089,519254.72,169799.96,51.414677,-0.28654104
ML1813,Kingston Hill (mid),Kingston upon Thames,03 Outer,01 A Road,1813,MHPCY090,519871.75,170559.61,51.421377,-0.27741624
ML1814,Kingston Hill (north),Kingston upon Thames,03 Outer,01 A Road,1814,MHPCY091,520264.93,171301.56,51.427963,-0.27151532
ML1815,Cambridge Road,Kingston upon Thames,03 Outer,01 A Road,1815,MHPCY092,519186.32,169196.04,51.409272,-0.28772087
ML1816,Kingston Road (west),Kingston upon Thames,03 Outer,01 A Road,1816,MHPCY093,519688.39,168830.76,51.405877,-0.28062994
ML1817,New Malden to Raynes Park link,Kingston upon Thames,03 Outer,05 Motor vehicle-free,1817,MHPCY094,521814.53,168838.04,51.405496,-0.2500768
ML1818,The Cut (by rail line),Kingston upon Thames,03 Outer,05 Motor vehicle-free,1818,MHPCY095,520891.89,168506.23,51.40271,-0.26345316
ML1819,Kingston Road (east),Kingston upon Thames,03 Outer,01 A Road,1819,MHPCY096,520987.94,168183.17,51.399786,-0.26218377
ML1820,Kingston Road (mid),Kingston upon Thames,03 Outer,01 A Road,1820,MHPCY097,520287.95,168487.32,51.402667,-0.27213848
ML1821,Down Hall Road,Kingston upon Thames,03 Outer,04 Local Street,1821,MHPCY098,517869.24,169637.01,51.41351,-0.30650145
ML1822,Thames Side (under Kingston Railway Bridge),Kingston upon Thames,03 Outer,05 Motor vehicle-free,1822,MHPCY099,517781,169629,51.413454,-0.30776471
ML1823,Portsmouth Road (south),Kingston upon Thames,03 Outer,01 A Road,1823,MHPCY100,517279,167373,51.393284,-0.31572905
ML1824,London Road,Kingston upon Thames,03 Outer,01 A Road,1824,MHPCY101,518737.74,169335.53,51.410615,-0.29412707
ML1825,London Road (east),Kingston upon Thames,03 Outer,01 A Road,1825,MHPCY102,518953.29,169410.9,51.411244,-0.29099766
ML1826,Kingston Vale,Kingston upon Thames,03 Outer,01 A Road,1826,MHPCY103,520928.18,171935.88,51.43352,-0.26175283
ML1827,Kingston Bridge,Kingston upon Thames,03 Outer,01 A Road,1827,MHPCY104,517712.67,169377.43,51.411206,-0.30884419
ML1828,Grange Park Road,Waltham Forest,03 Outer,04 Local Street,1828,MHPCY106,537605.06,187201.93,51.5669,-0.01603798
ML1829,Temple Mills Lane,Waltham Forest,03 Outer,04 Local Street,1829,MHPCY107,537890,185771,51.553981,-0.012489038
ML1830,Francis Road,Waltham Forest,03 Outer,04 Local Street,1830,MHPCY108,538318,186883,51.563869,-0.005882581
ML1831,Langthorne Road (bridge over A12),Waltham Forest,03 Outer,05 Motor vehicle-free,1831,MHPCY109,538467,186208,51.557767,-0.003999982
ML1832,Leslie Road,Waltham Forest,03 Outer,04 Local Street,1832,MHPCY110,538468,185759,51.553732,-0.004162202
ML1833,Lea Bridge Road,Hackney,02 Inner,0,1833,CFRCY002,535100,186281,51.559238,-0.052510558
ML1834,Downs Road,Hackney,02 Inner,0,1834,CFRCY003,534741,185876,51.555685,-0.057841154
ML1835,Downs Park Road,Hackney,02 Inner,0,1835,CFRCY004,534247,185423,51.551732,-0.065135163
ML1836,Sandringham Road,Hackney,02 Inner,0,1836,CFRCY005,533677,185189,51.549764,-0.073440165
ML1837,Frampton Park Road,Hackney,02 Inner,0,1837,CFRCY006,535228,184247,51.54093,-0.051446427
ML1838,Grove Road (Victoria Park),Tower Hamlets,02 Inner,0,1838,CFRCY007,535884,183566,51.534653,-0.042255659
ML1839,Grove Road (north of Thoydon Rd),Tower Hamlets,02 Inner,0,1839,CFRCY008,536089,183062,51.530074,-0.039496488
ML1840,Burdett Road (south of Hamlets Way),Tower Hamlets,02 Inner,0,1840,CFRCY009,536478,182287,51.523016,-0.034192095
ML1841,West India Dock Road,Tower Hamlets,02 Inner,0,1841,CFRCY011,536997,180953,51.510903,-0.027234018
ML1842,Riverdene Road,Redbridge,03 Outer,0,1842,CFRCY012,543505,186109,51.555619,0.068583017
ML1843,Uphall Road,Redbridge,03 Outer,0,1843,CFRCY013,543833,185147,51.546892,0.072917883
ML1844,Wakering Road,Barking & Dagenham,03 Outer,0,1844,CFRCY014,544446,184380,51.539843,0.081437557
ML1845,St. Awdry's Road,Barking & Dagenham,03 Outer,0,1845,CFRCY015,544809,183946,51.535851,0.086489714
ML1846,Sparsholt Road,Barking & Dagenham,03 Outer,0,1846,CFRCY016,545334,183590,51.532517,0.093907019
ML1847,Charlton Crescent,Barking & Dagenham,03 Outer,0,1847,CFRCY017,545785,183403,51.530721,0.10032711
ML1848,Thames Road (path to playing fields),Barking & Dagenham,03 Outer,0,1848,CFRCY018,546243,182859,51.525714,0.10669943
ML1849,Salter Road,Southwark,02 Inner,0,1849,CFRCY019,536446,179630,51.499148,-0.035680389
ML1850,Redriff Road,Southwark,02 Inner,0,1850,CFRCY020,535750,178986,51.493528,-0.045948561
ML1851,Seven Sisters Road,Islington,02 Inner,0,1851,CFRCY021,530979,186448,51.56171,-0.11186057
ML1852,Isledon Road,Islington,02 Inner,0,1852,CFRCY022,531081,186226,51.559692,-0.11047265
ML1853,Hungerford Road,Islington,02 Inner,0,1853,CFRCY023,530245,185333,51.55186,-0.12285589
ML1854,Stratford Villas,Camden,02 Inner,0,1854,CFRCY024,529527,184362,51.543299,-0.1335629
ML1855,Battersea Park Road,Wandsworth,02 Inner,01 A Road,1855,CFRCY025,528569,176817,51.475717,-0.15012324
ML1856,Woodford New Road,Waltham Forest,03 Outer,0,1856,CNDCY001,539166,189657,51.588587,0.007441537
ML1857,Markhouse Road,Waltham Forest,03 Outer,0,1857,CNDCY002,536882,187672,51.571309,-0.026279394
ML1858,Swaythling Close (path through park),Enfield,03 Outer,0,1858,CNDCY003,534901,192831,51.618145,-0.052864325
ML1859,Fotheringham Road,Enfield,03 Outer,0,1859,CNDCY004,533538,196416,51.650685,-0.071173367
ML1860,Lincoln Road,Enfield,03 Outer,0,1860,CNDCY005,534658,195763,51.64455,-0.055245482
ML1861,South Street,Enfield,03 Outer,0,1861,CNDCY006,535648,195671,51.643486,-0.040982065
ML1862,Grove Avenue,Haringey,03 Outer,0,1862,CNDCY007,529204,190154,51.595424,-0.13609033
ML1863,Grosvenor Road,Haringey,03 Outer,0,1863,CNDCY008,528925,190662,51.600053,-0.13992942
ML1864,A307 Kew Road (south of Lichfield Road),Richmond upon Thames,03 Outer,0,1864,CNDCY009,518804,176790,51.477603,-0.29066426
ML1865,A307 Kew Road (between Stanmore Road and Pagoda Avenue),Richmond upon Thames,03 Outer,0,1865,CNDCY010,518569,175812,51.468863,-0.2943744
ML1866,Hyde Park Victoria Gate,Westminster,02 Inner,0,1866,C01,526929,180817,51.512031,-0.17228261
ML1867,Birdcage Walk jw Horse Guards Road,Westminster,01 Central,0,1867,C01_aut18,529904,179699,51.501308,-0.1298471
ML1868,Great George Street jw Parliament Square,Westminster,01 Central,0,1868,C01_aut21,530082,179678,51.501078,-0.12729184
ML1869,Westbourne Terrace jw Cleveland Terrace,Westminster,02 Inner,0,1869,C02,526315,181328,51.51676,-0.18094291
ML1870,Duke of Wellington Place,Westminster,02 Inner,0,1870,C02_aut18,528475,179798,51.502524,-0.15038728
ML1871,Blackfriars junction,City of London,01 Central,0,1871,C03,531654,180917,51.511849,-0.10419507
ML1872,Hyde Park Corner,Westminster,02 Inner,0,1872,C04,528335,179833,51.50287,-0.15239048
ML1873,Blackfriars Road jw The Cut,Southwark,01 Central,0,1873,C05,531653,180011,51.503707,-0.1045474
ML1874,Farringdon Street jw Stonecutter Street,City of London,01 Central,0,1874,C06,531598,181356,51.515807,-0.10483785
ML1875,Pitfield Street jw Old Street,Hackney,02 Inner,0,1875,C07,533019,182579,51.526465,-0.08390977
ML1876,Stoke Newington Church Street,Hackney,02 Inner,0,1876,C08,533270,186561,51.562189,-0.078787083
ML1877,Whitechapel Road (Royal London Hospital),Tower Hamlets,02 Inner,0,1877,C09,534504,181726,51.518448,-0.062841753
ML1878,Mile End Road (Mile End station),Tower Hamlets,02 Inner,0,1878,C10,536450,182523,51.525144,-0.034504112
ML1879,Stratford High Street jw Warton Road,Newham,02 Inner,0,1879,C11,538422,183706,51.535295,-0.005632117
ML1880,Canning Town roundabout,Newham,03 Outer,0,1880,C12,539442,181523,51.515428,0.00820119
ML1881,Cable Street jw Cannon Street Road,Tower Hamlets,02 Inner,0,1881,C13,534653,180907,51.511053,-0.06100817
ML1882,Clapham South station,Lambeth,02 Inner,0,1882,C14,528823,174293,51.452973,-0.14738196
ML1883,Oval station,Lambeth,02 Inner,0,1883,C15,531172,177583,51.482,-0.11237509
ML1884,Battersea Park Road jw Latchmere Road,Wandsworth,02 Inner,0,1884,C16,527517,176398,51.472185,-0.1654089
ML1885,Chelsea Bridge,Westminster,02 Inner,0,1885,C17,528544,177936,51.485775,-0.15007129
ML1886,Harleyford Road jw Kennington Lane/South Lambeth Road,Lambeth,02 Inner,0,1886,C18,530500,178027,51.486143,-0.12188762
ML1887,Vauxhall Bridge,Westminster,02 Inner,0,1887,C19,529965,178295,51.488677,-0.12948535
ML1888,Southwark Bridge Road jw Southwark Street,Southwark,01 Central,0,1888,C20,532268,180163,51.50493,-0.095634838
ML1889,Finchley Road ,Camden,02 Inner,0,1889,C21,525512,185474,51.554199,-0.19103291
ML1890,Avenue Road (Regent's Park) ,Westminster,02 Inner,0,1890,C22,527458,183382,51.534963,-0.1637366
ML1891,Tavistock Place jw Judd Street,Camden,01 Central,0,1891,C23,530258,182469,51.526119,-0.12372732
ML1892,Farringdon Road jw Charterhouse Street,City of London,01 Central,0,1892,C24,531558,181660,51.518548,-0.10530061
ML1893,Jamaica Road jw St James's Road,Southwark,02 Inner,0,1893,C25,534326,179443,51.497975,-0.066274482
ML1894,Creek Road jw Norway Street / Norman Road,Greenwich,03 Outer,0,1894,C26,537943,177695,51.481397,-0.014883157
ML1895,Portland Place jw New Cavendish Street,Westminster,01 Central,0,1895,C27,528811,181725,51.519765,-0.14484571
ML1896,St Dunstans Avenue / Western Avenue jw Friary Road,Ealing,03 Outer,0,1896,C28,520732,181330,51.517998,-0.26136357
ML1897,Westway jw Wood Lane,Hammersmith & Fulham,02 Inner,0,1897,C29,523176,181051,51.514963,-0.22625522
ML1898,Western Avenue jw Horn Lane / Victoria Road,Ealing,03 Outer,0,1898,C30,520559,181704,51.521396,-0.26372785
ML1899,Hammersmith Road jw Edith Road / Brook Green,Hammersmith & Fulham,02 Inner,0,1899,C31,524040,178740,51.494005,-0.21462222
ML1900,Chiswick High Road jw Turnham Green Terrace,Hounslow,03 Outer,0,1900,C32,521218,178530,51.49273,-0.25532408
ML1901,London Road jw Twickenham Road / Spur Road,Hounslow,03 Outer,0,1901,C33,516516,176844,51.478564,-0.32357738
ML1902,London Road jw Bridge Road / Worton Way,Hounslow,03 Outer,0,1902,C34,514701,176047,51.471771,-0.34995986
ML1903,Phoenix Place / Pakenham Street jw Calthorpe Street,Camden,01 Central,0,1903,C35,530916,182414,51.525473,-0.1142682
ML1904,Western Avenue jw Leamington Park,Ealing,03 Outer,0,1904,C36,520650,181500,51.519543,-0.26248666
ML1905,Wood Lane jw Ariel Way,Hammersmith & Fulham,02 Inner,0,1905,C37,523314,180428,51.509334,-0.22448518
ML1906,Brentford High Street jw Ealing Road,Hounslow,03 Outer,0,1906,C38,518175,177679,51.485726,-0.29942036
ML1907,Great Dover Street ,Southwark,01 Central,0,1907,Q01_14,532559,179539,51.499254,-0.091678793
ML1908,Chatsworth Road jw Lydford Road,Brent,03 Outer,0,1908,Q01_aut18,523561,184741,51.548042,-0.21941626
ML1909,"Old Royal Naval College, Trafalgar Gate ",Greenwich,03 Outer,0,1909,Q01_spr16,538408,177931,51.483404,-0.008098655
ML1910,Pitshanger Park entrance at Scotch Common jw Kent Avenue,Ealing,03 Outer,0,1910,Q01_spr18,516569,181998,51.524875,-0.32111313
ML1911,Surrey Canal Road jw Ilderton Road,Southwark,02 Inner,0,1911,Q02_14,535240,177978,51.484592,-0.05367622
ML1912,Gladstone Park entrance on Park Avenue North,Brent,03 Outer,0,1912,Q02_aut18,522750,185525,51.555264,-0.23083302
ML1913,Thames Barrier Western Path,Greenwich,03 Outer,0,1913,Q02_spr16,541370,179269,51.494695,0.035065521
ML1914,Costons Lane jw Ruislip Road East,Ealing,03 Outer,0,1914,Q02_spr18,514594,182220,51.527274,-0.34949674
ML1915,City Road ,Islington,02 Inner,0,1915,Q03_14,531587,183101,51.531491,-0.10434514
ML1916,Sumner Road jw Commercial Way,Southwark,02 Inner,0,1916,Q03_aut17,533906,177118,51.477181,-0.073202399
ML1917,Greenway Wick Lane entrance ,Tower Hamlets,02 Inner,0,1917,Q03_spr16,537112,183918,51.537519,-0.024425004
ML1918,Burgess Park entrance on Trafalgar Avenue,Southwark,02 Inner,0,1918,Q03_spr17,533820,177746,51.482849,-0.074208677
ML1919,Park Road / Foxgrove Road jw Southend Road,Bromley,03 Outer,0,1919,Q03_spr18,537504,170095,51.413209,-0.02415161
ML1920,Martello Street jw Richmond Road,Hackney,02 Inner,0,1920,Q04_14,534832,184512,51.543406,-0.057051659
ML1921,Cycle path between Brockley Way and Eddystone Road,Lewisham,02 Inner,0,1921,Q04_aut17,536190,174692,51.454836,-0.041268102
ML1922,"Meadow Road, accessed from Oval A202",Lambeth,02 Inner,0,1922,Q04_aut18,530861,177719,51.483294,-0.11680087
ML1923,Greenway jw A124 pedestrian and cyclist crossing,Newham,03 Outer,0,1923,Q04_spr16,540742,182602,51.524801,0.027354388
ML1924,Bethwin Road / Addington Square jw Camberwell Road,Southwark,02 Inner,0,1924,Q04_spr17,532426,177491,51.480881,-0.09436131
ML1925,Ravensbourne Avenue jw Beckenham Lane / Bromley Road,Bromley,03 Outer,0,1925,Q04_spr18,539349,169374,51.40628,0.002078208
ML1926,River Lea path ,Hackney,02 Inner,0,1926,Q05_14,535045,187283,51.568256,-0.052918855
ML1927,Archangel Street jw St Elmo's Road,Southwark,02 Inner,0,1927,Q05_aut17,536006,179705,51.499928,-0.041986384
ML1928,Larkhall Lane jw Union Road,Lambeth,02 Inner,0,1928,Q05_aut18,529787,176225,51.470115,-0.13280754
ML1929,St Mark's Road jw Cambridge Gardens,Kensington & Chelsea,02 Inner,0,1929,Q05_spr16,523974,181336,51.51735,-0.21466077
ML1930,Rotherhithe station,Southwark,02 Inner,0,1930,Q05_spr17,535319,179792,51.500874,-0.05184432
ML1931,Corelli Road jw Shooters Hill Road,Greenwich,03 Outer,0,1931,Q05_spr18,542167,176878,51.473011,0.045576828
ML1932,West End Lane jw Broadhurst Gardens / Iverson Road,Camden,02 Inner,0,1932,Q06_14,525526,184779,51.54795,-0.19107886
ML1933,Thames Path jw Plough Way / Deptford Wharf,Lewisham,02 Inner,0,1933,Q06_aut17,536687,178933,51.492826,-0.032480356
ML1934,Hilary Road jw Westway,Hammersmith & Fulham,02 Inner,0,1934,Q06_spr16,521825,180911,51.513998,-0.24576348
ML1935,Fulford Street jw Thames Path,Southwark,02 Inner,0,1935,Q06_spr17,534883,179752,51.500619,-0.058137188
ML1936,Kidbrooke Park Road entrance,Greenwich,03 Outer,0,1936,Q06_spr18,540892,174844,51.455052,0.026421462
ML1937,Lambeth Road jw Hercules Road,Lambeth,01 Central,0,1937,Q07_14,530946,179093,51.495622,-0.11506826
ML1938,Loampit Vale jw Thurston Road / Elmira Street,Lewisham,02 Inner,0,1938,Q07_aut17,537997,175817,51.464508,-0.014838787
ML1939,Lords Hill Road and Delamere Terrace footbridge,Westminster,02 Inner,0,1939,Q07_spr16,525819,181934,51.522317,-0.18787125
ML1940,Shooters Hill Road crossing,Greenwich,03 Outer,0,1940,Q07_spr17,539283,176720,51.472307,0.004017397
ML1941,Alternate Grove,Merton,02 Inner,0,1941,Q07_spr18,524606,170456,51.419432,-0.20938916
ML1942,Windmill Drive,Lambeth,02 Inner,0,1942,Q08_14,528815,174690,51.456541,-0.1473552
ML1943,Cycle path access on Lennard Road,Bromley,03 Outer,0,1943,Q08_aut17,536439,170431,51.416485,-0.039326906
ML1944,Towpath Canalside Centre and Sainbury's,Kensington & Chelsea,02 Inner,0,1944,Q08_spr16,523885,182365,51.526617,-0.21558134
ML1945,Eltham Park Gardens jw Westmount Road,Greenwich,03 Outer,0,1945,Q08_spr17,543168,175132,51.457069,0.059273093
ML1946,Coombe Lane,Merton,03 Outer,0,1946,Q08_spr18,523333,169366,51.409914,-0.22806596
ML1947,Estreham Road underpass,Lambeth,02 Inner,0,1947,Q09_14,529702,170918,51.422442,-0.13597383
ML1948,Dulwich Park Court Lane entrance,Southwark,02 Inner,0,1948,Q09_aut17,533685,173873,51.448072,-0.077608633
ML1949,Heathfield Road jw Earlsfield Road,Wandsworth,02 Inner,0,1949,Q09_spr17,526617,174221,51.452823,-0.17913887
ML1950,Trewint Street jw Steerforth Street,Wandsworth,02 Inner,0,1950,Q10_14,525996,172699,51.439283,-0.18861275
ML1951,Pendennis Road / Becmead Avenue jw Streatham High Road,Lambeth,02 Inner,0,1951,Q10_aut17,530142,172001,51.432074,-0.12925177
ML1952,Withycombe Road jw A3 underpass,Wandsworth,02 Inner,0,1952,Q10_spr17,523615,173623,51.448111,-0.22252929
ML1953,Alma Terrace / Dorlcote Road jw Trinity Road,Wandsworth,02 Inner,0,1953,Q11_14,526967,173948,51.450291,-0.17420235
ML1954,Madras Place / Fieldway Crescent jw Holloway Road,Islington,02 Inner,0,1954,Q11_aut17,531297,185056,51.549127,-0.10779494
ML1955,Turney Road / Calton Avenuew jw Dulwich Village,Southwark,02 Inner,0,1955,Q12_14,533134,174142,51.450619,-0.085431857
ML1956,Nightingale Gardens (New River Path) jw Bounds Green Road,Haringey,03 Outer,0,1956,Q12_aut17,530501,190813,51.601047,-0.11713157
ML1957,Ferry Road jw Manor Road / Kingston Road,Richmond upon Thames,03 Outer,0,1957,Q12_spr17,516601,171323,51.428925,-0.32417198
ML1958,Albany Road jw Portland Street,Southwark,02 Inner,0,1958,Q13_14,532856,177777,51.48335,-0.088065207
ML1959,Barking Abbey Grounds crossroads ,Barking & Dagenham,03 Outer,0,1959,Q13_aut17,544096,183827,51.534964,0.076168165
ML1960,Warley Street to Bancroft Road underpass,Tower Hamlets,02 Inner,0,1960,Q14_14,535585,182629,51.526305,-0.04692427
ML1961,Buxton Road / Henniker Road jw Leytonstone Road,Newham,03 Outer,0,1961,Q15_14,539129,185255,51.54904,0.00516648
ML1962,Millfields Road jw Chatsworth Road,Hackney,02 Inner,0,1962,Q16_14,535526,186043,51.556998,-0.046460788
ML1963,Boundary Road jw A41 Finchley Road,Westminster,02 Inner,0,1963,Q17_14,526603,183879,51.539621,-0.17587846
ML1964,Mitre Way to Bracewell Road cut-through,Hammersmith & Fulham,02 Inner,0,1964,Q18_spr19,523027,181747,51.521251,-0.22815869
ML1965,Tramlink crossing at Morden Hall Park,Merton,03 Outer,0,1965,Q19_spr19,526111,169064,51.406589,-0.18825145
ML1966,Wrythe Lane crossing east of Robertsbridge Road,Sutton,03 Outer,0,1966,Q20_spr19,526292,166381,51.382436,-0.18660427
ML1967,Chertsey Road crossing (at jw London Road),Richmond upon Thames,03 Outer,0,1967,Q21_aut19,516140,174325,51.456001,-0.3298161
ML1968,Church Street,Hounslow,03 Outer,0,1968,Q22_aut19,516643,175984,51.470808,-0.32203308
ML1969,Station Road crossing (at jw Bonnersfield Lane),Harow,03 Outer,0,1969,Q23_aut19,515687,188450,51.583044,-0.33170073
ML1970,George Gange Way crossing (at jw Peel Road),Harow,03 Outer,0,1970,Q24_aut19,515544,189664,51.593984,-0.33336446
ML1971,Eynella Road / Barry Road jw Lordship Lane,Southwark,02 Inner,0,1971,Q25_aut19,533910,173997,51.449133,-0.074325871
ML1972,Trinity Rise / Upper Tulse Hill jw Tulse Hill,Lambeth,02 Inner,0,1972,Q26_aut19,531337,173453,51.444847,-0.11153314
ML1973,Exeter Gardens jw Wanstead Park Road,Redbridge,03 Outer,0,1973,Q01_aut17,542416,187449,51.567935,0.053428091
