datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2019/6/6,66.2,49.2,58.2,66.2,48.1,58.2,42.5,58.8,0.03,100,4.17,rain,0,0,28.9,15,214,1010.1,42.3,27.6,160.7,13.9,8,,2019-06-06T04:45:52,2019-06-06T21:12:59,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/6/7,64.6,55.4,58.3,64.6,55.4,58.3,49.9,74.2,0.084,100,8.33,rain,0,0,33.6,13.2,105.7,1003,83.1,21.4,67.9,6,2,,2019-06-07T04:45:20,2019-06-07T21:13:52,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/6/8,66.2,52,58.8,66.2,52,58.8,47.2,68.1,0.199,100,16.67,rain,0,0,38.5,21.7,250.2,1010.6,63,22.4,125.6,10.9,6,,2019-06-08T04:44:50,2019-06-08T21:14:42,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/6/9,66.1,50,58.2,66.1,50,58.2,44.9,63.9,0,0,0,,0,0,15.7,9,220.9,1020.5,74.3,22,146.6,12.6,6,,2019-06-09T04:44:23,2019-06-09T21:15:30,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/6/10,57.9,50.2,53.5,57.9,50.2,53.5,49.8,87.9,0.907,100,12.5,rain,0,0,26.4,11,5.7,1015,95.7,10,21.3,2,1,,2019-06-10T04:44:00,2019-06-10T21:16:16,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/6/11,65.3,52.7,56.8,65.3,52.7,56.8,51.3,82.6,0.295,100,8.33,rain,0,0,28.9,12.5,26,1011.4,87.8,19.1,122.1,10.6,5,,2019-06-11T04:43:39,2019-06-11T21:16:59,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/6/12,61.7,52.8,55.3,61.7,52.8,55.3,50.5,84.2,0.17,100,8.33,rain,0,0,18.1,7.5,27.1,1009.9,91.9,15.9,71.9,6.3,4,,2019-06-12T04:43:22,2019-06-12T21:17:39,0.32,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/6/13,58.3,52.9,55.5,58.3,52.9,55.5,51.2,85.7,0.184,100,8.33,rain,0,0,31.1,17,216.4,1005.9,86.5,13.6,73.9,6.2,2,,2019-06-13T04:43:07,2019-06-13T21:18:16,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/6/14,65.4,54.7,59.3,65.4,54.7,59.3,51,75,0.049,100,12.5,rain,0,0,32.7,16.4,203.2,1010.1,69.8,21.4,106.6,9.3,4,,2019-06-14T04:42:56,2019-06-14T21:18:51,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/6/15,65.3,54.4,59.3,65.3,54.4,59.3,50.4,73.1,0.001,100,4.17,rain,0,0,33.8,15,199.1,1012.8,74.9,21.6,116.3,9.9,5,,2019-06-15T04:42:47,2019-06-15T21:19:22,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F4685,D6143,03772099999,03770099999"
2019/6/16,67.2,50.8,59.9,67.2,50.8,59.9,51.6,75.1,0.034,100,8.33,rain,0,0,32.2,18.8,212.6,1016.6,64.1,18.8,118.3,10,7,,2019-06-16T04:42:42,2019-06-16T21:19:51,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/6/17,70.7,54.6,62.6,70.7,54.6,62.6,49.6,64.3,0,0,0,,0,0,27.7,14.6,216.4,1017.6,59.9,22.9,201.7,17.5,9,,2019-06-17T04:42:40,2019-06-17T21:20:17,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/6/18,66.2,54.4,60.7,66.2,54.4,60.7,53.2,77.2,0.155,100,8.33,rain,0,0,18.8,6.5,228.5,1014.2,84.7,15.7,99.8,8.6,5,,2019-06-18T04:42:41,2019-06-18T21:20:40,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/6/19,67.1,57.2,61.9,67.1,57.2,61.9,56.8,83.5,0.103,100,8.33,rain,0,0,16.3,8.1,296.3,1008,89.5,10.4,66.9,5.9,3,,2019-06-19T04:42:45,2019-06-19T21:21:00,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/6/20,66.2,56.4,61.2,66.2,56.4,61.2,50.4,69.4,0.04,100,4.17,rain,0,0,31.1,13.7,255.7,1012.4,75.3,24.5,110.2,9.5,5,,2019-06-20T04:42:52,2019-06-20T21:21:17,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/6/21,68,50.8,61,68,50.8,61,46.8,61.9,0,0,0,,0,0,19.2,10,266.6,1019.2,49.3,27.2,170.7,14.7,8,,2019-06-21T04:43:02,2019-06-21T21:21:32,0.63,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/6/22,70.9,51.8,62.5,70.9,51.8,62.5,46.8,59.4,0,0,0,,0,0,20.8,11.8,137.2,1021.1,43.4,26.2,178.9,15.3,9,,2019-06-22T04:43:15,2019-06-22T21:21:42,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/6/23,75.2,55.5,65.6,75.2,55.5,65.6,55.6,71.1,0,0,0,,0,0,23.9,12.9,78.9,1017.1,75.8,14.6,112.6,9.7,4,,2019-06-23T04:43:31,2019-06-23T21:21:50,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/6/24,76.3,63.5,70.3,76.3,63.5,70.3,61.1,73.4,0,0,0,,0,0,19.7,8.8,179.8,1015.5,84.1,14.5,70.7,6.1,2,,2019-06-24T04:43:50,2019-06-24T21:21:55,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/6/25,73.6,63.7,67.9,73.6,63.7,67.9,63.1,85,0.318,100,8.33,rain,0,0,16.1,8.5,26.5,1018.7,92.1,9.6,84.4,7.4,5,,2019-06-25T04:44:12,2019-06-25T21:21:57,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/6/26,70,59.9,63.6,70,59.9,63.6,57.2,80.3,0.001,100,4.17,rain,0,0,30.4,14,43.7,1027,93.5,13.6,88,7.5,4,,2019-06-26T04:44:36,2019-06-26T21:21:55,0.79,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/6/27,73.5,56.5,63.5,73.5,56.5,63.5,52.3,68,0,0,0,,0,0,30,14.1,69.3,1028.9,47.1,20.1,211,18.2,8,,2019-06-27T04:45:04,2019-06-27T21:21:51,0.83,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,D6143,03772099999,03770099999"
2019/6/28,71.7,58,63.8,71.7,58,63.8,53.7,70.5,0,0,0,,0,0,29.1,14.1,83.7,1024.6,49.3,15.9,192.4,16.6,8,,2019-06-28T04:45:34,2019-06-28T21:21:43,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/6/29,91.6,59,75.4,90.2,59,75.1,58.8,61.9,0,0,0,,0,0,23,12.6,141.7,1015.4,9.6,16,198.8,16.9,8,,2019-06-29T04:46:07,2019-06-29T21:21:32,0.89,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,F4685,03772099999,03770099999"
2019/6/30,76.1,60.7,68.6,76.1,60.7,68.6,54.8,62.4,0,0,0,,0,0,26.4,14.3,270,1015.7,37.9,18.8,203.3,17.5,8,,2019-06-30T04:46:43,2019-06-30T21:21:18,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,F4685,03772099999,03770099999"
2019/7/1,70.6,57.3,64.6,70.6,57.3,64.6,50.5,61.5,0,0,0,,0,0,25.5,13.6,287,1020.1,48.4,26,204.6,17.6,9,,2019-07-01T04:47:22,2019-07-01T21:21:01,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
2019/7/2,69.9,53.6,63.3,69.9,53.6,63.3,47.5,57.6,0,0,0,,0,0,15.4,9.3,3.9,1024.9,35.7,25.8,177,15.5,8,,2019-07-02T04:48:03,2019-07-02T21:20:41,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/7/3,73.3,57.1,64.4,73.3,57.1,64.4,48.5,58.4,0,0,0,,0,0,25.3,9.2,60.5,1026.6,40.8,24.6,121.8,10.3,6,,2019-07-03T04:48:47,2019-07-03T21:20:18,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,F4685,03772099999,03770099999"
2019/7/4,78.9,54.5,67.6,78.9,54.5,67.6,48.7,54.1,0,0,0,,0,0,11.6,7.3,358.7,1025,42.1,27.3,208.9,18.1,8,,2019-07-04T04:49:33,2019-07-04T21:19:52,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,F4685,03772099999,03770099999"
2019/7/5,78.1,63.5,71.2,78.1,63.5,71.2,52.3,52.2,0,0,0,,0,0,16.3,9.2,281.6,1018.8,64.9,25.5,184.6,15.9,10,,2019-07-05T04:50:22,2019-07-05T21:19:22,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/7/6,74.1,61.5,67.7,74.1,61.5,67.7,54.6,63.4,0,0,0,,0,0,18.3,8.4,348.9,1013.7,63.8,27.6,112.9,9.9,5,,2019-07-06T04:51:13,2019-07-06T21:18:50,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/7/7,70,57.5,63,70,57.5,63,53.9,74.3,0.191,100,12.5,rain,0,0,17.2,8.5,105.6,1016.6,80.4,16,86.2,7.3,4,,2019-07-07T04:52:06,2019-07-07T21:18:15,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/7/8,71.6,58.2,64.4,71.6,58.2,64.4,48.4,56.9,0.001,100,4.17,rain,0,0,16.8,9.4,149.3,1020.7,82.7,26.1,148.1,12.7,7,,2019-07-08T04:53:02,2019-07-08T21:17:36,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/7/9,75.2,59.9,66.2,75.2,59.9,66.2,52.2,61.2,0,0,0,,0,0,17.2,9.3,213,1021.1,93.4,22.4,80.6,7.1,3,,2019-07-09T04:53:59,2019-07-09T21:16:55,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/7/10,77,63.4,69.9,77,63.4,69.9,56.3,63.1,0,0,0,,0,0,20.8,11.5,230.6,1018.3,84.8,20.7,104.6,9,4,,2019-07-10T04:54:59,2019-07-10T21:16:11,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
2019/7/11,78,62.6,70,78,62.6,70,53.2,55.6,0,0,0,,0,0,17.7,12.6,265.1,1013,79.6,22.3,177.8,15.3,9,,2019-07-11T04:56:01,2019-07-11T21:15:24,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/7/12,77.8,63.7,70,77.8,63.7,70,54.1,58.4,0,0,0,,0,0,28.4,14,313.3,1014.8,63,25.1,158,13.5,7,,2019-07-12T04:57:05,2019-07-12T21:14:34,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
2019/7/13,71.8,60,66.6,71.8,60,66.6,54.4,65.1,0,0,0,,0,0,18.8,8.8,0.9,1021.5,67.9,23.3,113.4,9.8,5,,2019-07-13T04:58:11,2019-07-13T21:13:41,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/7/14,70.9,58.3,63.7,70.9,58.3,63.7,53.9,71.7,0.113,100,8.33,rain,0,0,24.2,11.1,34.7,1023.2,64.7,19.7,81.2,7.1,3,,2019-07-14T04:59:19,2019-07-14T21:12:46,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/7/15,71.7,55.5,62.6,71.7,55.5,62.6,50.2,64.8,0,0,0,,0,0,16.3,8.5,36.7,1022.7,62.9,27,84.9,7.3,3,,2019-07-15T05:00:28,2019-07-15T21:11:48,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/7/16,79.8,54.6,67.6,79.8,54.6,67.6,51.2,59.1,0,0,0,,0,0,14.8,11.5,231.2,1019.3,32.7,19.5,203.5,17.6,9,,2019-07-16T05:01:39,2019-07-16T21:10:47,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/7/17,77.2,57.1,68.6,77.2,57.1,68.6,52.8,59.7,0,0,0,,0,0,17.9,11.5,219.9,1014.4,69,19.9,169.7,14.6,6,,2019-07-17T05:02:52,2019-07-17T21:09:44,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/7/18,73.6,61.6,66.5,73.6,61.6,66.5,55,68.5,0.045,100,8.33,rain,0,0,22.8,14.1,248.7,1010.5,69.6,18.2,69.9,5.8,3,,2019-07-18T05:04:07,2019-07-18T21:08:38,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/7/19,66.4,56.2,62.3,66.4,56.2,62.3,56,80.3,0.234,100,4.17,rain,0,0,34.9,13.9,199.8,1011.5,80.7,14.6,68.1,5.8,2,,2019-07-19T05:05:23,2019-07-19T21:07:29,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/7/20,75.4,61.1,67.5,75.4,61.1,67.5,58,74.1,0.583,100,12.5,rain,0,0,34.2,16.6,238.8,1008.6,62.7,20,124.6,10.7,5,,2019-07-20T05:06:40,2019-07-20T21:06:18,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/7/21,74.3,56.4,65.6,74.3,56.4,65.6,54.2,68,0,0,0,,0,0,21.7,13.1,229.9,1020.1,62.1,25.6,137.3,11.9,5,,2019-07-21T05:07:58,2019-07-21T21:05:05,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/7/22,79.7,62.6,70.6,79.7,62.6,70.6,61.1,72.7,0,0,0,,0,0,27.1,12,220.5,1021.7,66.5,20,102.5,8.7,4,,2019-07-22T05:09:18,2019-07-22T21:03:49,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/7/23,89.9,61.8,76.5,90.2,61.8,76.4,61.3,64.4,0,0,0,,0,0,20.8,10.9,133.6,1017.8,25.3,17.6,172,14.8,8,,2019-07-23T05:10:40,2019-07-23T21:02:31,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/7/24,90.4,70,79.2,88.8,70,79,59.5,53.4,0.001,100,4.17,rain,0,0,23,12.8,234,1012,64.5,21,169.2,14.6,8,,2019-07-24T05:12:02,2019-07-24T21:01:11,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/7/25,97,69.1,83,100.7,69.1,84,61.4,50.1,0.008,100,4.17,rain,0,0,31.1,11.1,141.3,1010.6,55.3,20.9,167.1,14.5,7,,2019-07-25T05:13:25,2019-07-25T20:59:48,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/7/26,78,66.5,72.4,78,66.5,72.4,62.3,71.5,0.055,100,8.33,rain,0,0,22.4,11.6,253.3,1010.6,83.8,17,54.7,4.6,3,,2019-07-26T05:14:50,2019-07-26T20:58:24,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/7/27,69.6,60.2,64.7,69.6,60.2,64.7,60.4,86.2,0.564,100,12.5,rain,0,0,21.9,10.5,300,1007.2,90.3,11.2,34.4,3.1,1,,2019-07-27T05:16:15,2019-07-27T20:56:57,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
2019/7/28,71.9,61.6,65.7,71.9,61.6,65.7,54.9,69.5,0,0,0,,0,0,28,13.9,282.9,1005.9,81.8,25.3,75.4,6.5,3,,2019-07-28T05:17:42,2019-07-28T20:55:28,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/7/29,77.2,56.3,67.8,77.2,56.3,67.8,52.7,60.7,0,0,0,,0,0,22.1,11.8,185.8,1008.9,45.9,26.1,170.1,14.6,9,,2019-07-29T05:19:09,2019-07-29T20:53:57,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/7/30,69.1,62.9,65.4,69.1,62.9,65.4,57.6,76.7,0.117,100,8.33,rain,0,0,36.6,20.7,174.6,1005.3,67.7,15.5,66.1,5.6,2,,2019-07-30T05:20:37,2019-07-30T20:52:24,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
2019/7/31,72.7,61.9,66.4,72.7,61.9,66.4,53.7,65.6,0.016,100,4.17,rain,0,0,32.7,17.9,245.6,1012.1,78.8,21.1,83.9,7.4,5,,2019-07-31T05:22:06,2019-07-31T20:50:49,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/8/1,76.9,59.2,68.1,76.9,59.2,68.1,55.3,64.8,0,0,0,,0,0,14.8,8.9,295.8,1017,73.7,21.3,157.7,13.5,6,,2019-08-01T05:23:35,2019-08-01T20:49:12,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/8/2,77.1,60.9,68.7,77.1,60.9,68.7,56.6,67.1,0,0,0,,0,0,17.7,8.1,22.5,1019.1,60,18.1,106.5,9.2,4,,2019-08-02T05:25:05,2019-08-02T20:47:33,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/8/3,74.5,61.6,68.4,74.5,61.6,68.4,56.7,67.6,0,0,0,,0,0,15,7.2,130.9,1019,69.1,18.5,132.3,11.5,5,,2019-08-03T05:26:36,2019-08-03T20:45:53,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/8/4,78.1,61.8,69.2,78.1,61.8,69.2,57.8,67.9,0,0,0,,0,0,23.3,13.3,164.2,1013.7,78.4,18.5,101.6,8.9,4,,2019-08-04T05:28:07,2019-08-04T20:44:11,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/8/5,77.1,61.7,67.7,77.1,61.7,67.7,56.3,69.2,0.031,100,4.17,rain,0,0,28.2,14,231.3,1009.9,63.9,19.6,77.3,6.5,4,,2019-08-05T05:29:39,2019-08-05T20:42:27,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/8/6,73.4,60.1,66.6,73.4,60.1,66.6,55.8,69.5,0,0,0,,0,0,34.2,18.8,219,1008,61.6,18,101.8,8.8,5,,2019-08-06T05:31:12,2019-08-06T20:40:42,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/8/7,72.7,59,65.4,72.7,59,65.4,55.9,72.2,0.079,100,8.33,rain,0,0,34.9,18.2,243.2,1006.7,52.8,20.6,108.7,9.1,4,,2019-08-07T05:32:44,2019-08-07T20:38:55,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/8/8,74.4,57.4,66.9,74.4,57.4,66.9,55.9,69,0,0,0,,0,0,18.3,9.6,209.2,1009.8,68.7,22.6,148.4,12.6,7,,2019-08-08T05:34:17,2019-08-08T20:37:06,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/8/9,76.2,64.6,69.5,76.2,64.6,69.5,61.3,76.2,0.156,100,12.5,rain,0,0,38.8,23.1,198.7,1001.3,70.8,14.2,127.1,11,8,,2019-08-09T05:35:51,2019-08-09T20:35:16,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/8/10,71.7,62.6,66,71.7,62.6,66,56.6,72.5,0.048,100,16.67,rain,0,0,44.9,26.1,225.1,1003.8,61.7,11.4,88,7.4,4,,2019-08-10T05:37:25,2019-08-10T20:33:25,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/8/11,71.7,59.2,65.1,71.7,59.2,65.1,53,65.8,0.001,100,4.17,rain,0,0,34.9,18,229.6,1011.2,44.2,17.9,123.1,10.6,5,,2019-08-11T05:38:59,2019-08-11T20:31:32,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/8/12,64.5,55.5,59.4,64.5,55.5,59.4,53.3,80.8,0.167,100,12.5,rain,0,0,18.3,7.3,275.2,1014.5,69.5,20.4,75.5,6.5,5,,2019-08-12T05:40:33,2019-08-12T20:29:37,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/8/13,70.7,51.1,61.6,70.7,51.1,61.6,47.1,62.5,0,0,0,,0,0,23.7,11.8,263.6,1017.5,40.2,28.3,124.4,10.6,6,,2019-08-13T05:42:08,2019-08-13T20:27:42,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/8/14,63.5,57.4,60.3,63.5,57.4,60.3,56.8,88.3,0.542,100,8.33,rain,0,0,34.9,14.8,202.4,1012.9,86.7,11.6,38.1,3.3,1,,2019-08-14T05:43:43,2019-08-14T20:25:45,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/8/15,72.7,59,65.4,72.7,59,65.4,54.1,69.4,0.016,100,4.17,rain,0,0,32.9,18.6,270.7,1011.9,59.3,23.2,90.8,7.9,5,,2019-08-15T05:45:18,2019-08-15T20:23:47,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2019/8/16,65.4,55.6,61.1,65.4,55.6,61.1,55.7,82.9,0.042,100,4.17,rain,0,0,37.4,16.4,205.3,1011.9,82.4,14.3,59.1,5.2,2,,2019-08-16T05:46:53,2019-08-16T20:21:47,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2019/8/17,73.3,61,65.7,73.3,61,65.7,56.8,74.8,0.083,100,4.17,rain,0,0,31.5,15.4,232.9,1004.6,64.1,17.9,108.6,9.4,4,,2019-08-17T05:48:28,2019-08-17T20:19:47,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
